rank,candidate_id,final_score,reasoning,semantic_score,structured_score,behavioral_score,quality_score,semantic_contribution,structured_contribution,behavioral_contribution,quality_contribution,skill_score,retrieval_score,ranking_score,evaluation_score,production_score,experience_score,education_score,certification_score,llm_hype_penalty,experience_fit_score,experience_distance,consistency_score,education_consistency_score,trap_probability,assessment_score,assessment_modifier,scale_boost,behavioral_boost,career_keyword_scores,ranking_concept,evaluation_concept,production_concept,consulting_ratio,top_positive_features,top_negative_features,anonymized_name,headline,summary,location,country,years_of_experience,current_title,current_company,current_company_size,current_industry,skills,education,career_history,certifications,languages,profile_completeness_score,signup_date,last_active_date,open_to_work,profile_views_received_30d,applications_submitted_30d,recruiter_response_rate,avg_response_time_hours,connection_count,endorsements_received,notice_period_days,expected_salary,preferred_work_mode,willing_to_relocate,github_activity_score,search_appearance_30d,saved_by_recruiters_30d,interview_completion_rate,offer_acceptance_rate,verified_email,verified_phone,linkedin_connected
11,CAND_0079387,0.7179,"Demonstrated expertise with LoRA, QLoRA (7 YOE), focusing on python. Proven experience deploying ML systems to production at scale. Candidate shows strong recruiter engagement, active GitHub history, open to work, immediate joiner.",0.5702,0.6794,0.8406,1.0,0.11404,0.37367,0.12609,0.1,0.1144,1.0,0.925,0.507,0.916,0.8462,0.9,0.0,0.0,1.0,0.0,1.0,1.0,0.0,57.8,0.99,1.03,1.0,"{'retrieval': 1.0, 'ranking': 0.75, 'evaluation': 0.5, 'production': 1.0}",0.4521,0.305,0.643,0.0,Retrieval/Search (1.00); Experience Fit (1.00); Profile Quality (1.00),Skill Match (0.11); Certifications (0.00),Sneha Arora,AI Engineer | Applied ML | Building intelligent products,"Machine learning engineer with 6.9 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I've been the de-facto ML lead on a small team, shipping models across NLP and recsys. I've learned that most retrieval problems are actually evaluation problems in disguise. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack.","Trivandrum, Kerala",India,6.9,AI Engineer,Microsoft,10001+,Software,"scikit-learn, Recommendation Systems, Python, Time Series, Sentence Transformers, JavaScript, Illustrator, Vector Search, Next.js, OpenSearch, YOLO, Reinforcement Learning, QLoRA, LoRA, BM25, Learning to Rank, Haystack, BentoML, ASR, Kubeflow",M.Sc in Computer Science from IIIT Hyderabad (2010-2013); B.E. in Data Science from PES University (2002-2007),"AI Engineer at Microsoft (22 mos, current=True); NLP Engineer at upGrad (22 mos, current=False); Applied ML Engineer at Ola (18 mos, current=False); AI Engineer at BYJU'S (19 mos, current=False)",," (professional),  (native)",90.2,2025-02-16,2026-04-25,True,241,4,0.81,29.1,1008,100,30,39.8-54.7 LPA,hybrid,False,64.1,189,22,0.9,0.5,True,True,True
12,CAND_0092278,0.715574,"Demonstrated expertise with Elasticsearch, QLoRA, Milvus (7 YOE), focusing on llms. Proven experience deploying ML systems to production at scale. Hiring readiness within standard parameters.",0.5962,0.7853,0.4033,1.0,0.11924,0.431915,0.060495,0.1,0.2332,1.0,1.0,1.0,0.855,0.8286,0.8,0.75,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 1.0, 'ranking': 1.0, 'evaluation': 1.0, 'production': 0.75}",0.4941,0.3694,0.4384,0.0,Retrieval/Search (1.00); Ranking/Recommendation (1.00); Evaluation Frameworks (1.00),Skill Match (0.23),Ananya Arora,Senior NLP Engineer | Building AI-native search & ranking systems,"Senior AI engineer with 6.8 years of hands-on experience building production ML systems, with a focus on search, retrieval, and ranking. Most recently, I drove the platform's RAG strategy from prototype to production, including the eval framework, across a corpus of 30M+ candidate profiles. My day-to-day work spans embedding model selection and fine-tuning, hybrid retrieval architecture, learning-to-rank, behavioral-signal integration, and the offline/online evaluation that ties it all together. I've shipped systems in both early-stage product companies and at larger scale, and I've spent enough time on both that I know which tradeoffs apply where. I'm comfortable across the stack from infra to algorithms, but my heart is in retrieval and ranking. Currently exploring my next move — looking for senior IC or tech-lead roles where I can own the intelligence layer end-to-end.","Pune, Maharashtra",India,6.8,Senior NLP Engineer,Microsoft,10001+,Software,"TensorFlow, Machine Learning, Hugging Face Transformers, gRPC, QLoRA, pgvector, NLP, Elasticsearch, Vector Search, Milvus, LLMs, PEFT, Object Detection, MLflow, Time Series, GANs, Semantic Search",B.E. in Computer Science from IIT Delhi (2016-2020),"Senior NLP Engineer at Microsoft (34 mos, current=True); Senior NLP Engineer at Paytm (25 mos, current=False); Senior NLP Engineer at Saarthi.ai (21 mos, current=False)","Deep Learning Specialization, AWS Certified Machine Learning Specialty"," (professional),  (professional)",65.4,2025-02-25,2025-11-07,False,327,20,0.07,146.4,1307,223,90,42.3-70.5 LPA,flexible,False,-1.0,1417,1,0.78,0.65,True,True,True
13,CAND_0041610,0.714666,"Demonstrated expertise with Elasticsearch, LangChain, LoRA (7 YOE), focusing on embeddings. Proven experience deploying ML systems to production at scale. Candidate shows open to work, immediate joiner.",0.5456,0.7026,0.7684,1.0,0.10912,0.38643,0.11526,0.1,0.1872,0.925,0.925,0.467,0.846,0.8784,0.85,0.75,0.0,1.0,0.0,1.0,1.0,0.0,55.6,0.99,1.03,1.0,"{'retrieval': 0.75, 'ranking': 0.75, 'evaluation': 0.25, 'production': 1.0}",0.6108,0.4771,0.5708,0.0,Experience Fit (1.00); Profile Quality (1.00); Profile Consistency (1.00),Skill Match (0.19),Anil Subramanian,"Recommendation Systems Engineer | Search, Ranking & Retrieval","Machine learning engineer with 6.7 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I led the team that migrated our keyword-search-based product to embedding-based retrieval. I care a lot about evaluation rigor — too many teams ship models without offline benchmarks they trust. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack.","Indore, Madhya Pradesh",India,6.7,Recommendation Systems Engineer,Zoho,10001+,SaaS,"OpenCV, LoRA, Statistical Modeling, Data Science, Elasticsearch, GANs, OpenSearch, LangChain, BM25, scikit-learn, Learning to Rank, Forecasting, Feature Engineering, Embeddings, pgvector, Recommendation Systems, PyTorch",B.Tech in Information Technology from SRM University (2008-2011); M.Tech in Computer Science from Lovely Professional University (2014-2017),"Recommendation Systems Engineer at Zoho (31 mos, current=True); Applied ML Engineer at Observe.AI (26 mos, current=False); Search Engineer at InMobi (15 mos, current=False); Machine Learning Engineer at Swiggy (7 mos, current=False)","AWS Certified Machine Learning Specialty, Deep Learning Specialization"," (professional),  (native)",53.9,2025-10-19,2026-05-14,True,44,16,0.52,4.8,728,11,30,35.4-59.4 LPA,remote,True,52.1,717,18,0.8,0.8,True,True,True
14,CAND_0046064,0.714223,"Demonstrated expertise with Elasticsearch, QLoRA, PEFT (9 YOE), focusing on python. Proven experience deploying ML systems to production at scale. Candidate shows strong recruiter engagement, active GitHub history, open to work, immediate joiner.",0.571,0.6807,0.8121,0.94,0.1142,0.374385,0.121815,0.094,0.1755,1.0,0.556,1.0,0.916,0.7854,0.925,0.0,0.0,1.0,0.0,0.9,0.6,0.0,64.1,1.0,1.03,1.0,"{'retrieval': 1.0, 'ranking': 0.5, 'evaluation': 1.0, 'production': 1.0}",0.5083,0.4166,0.4348,0.0,Retrieval/Search (1.00); Evaluation Frameworks (1.00); Experience Fit (1.00),Skill Match (0.18); Certifications (0.00),Saanvi Naidu,"Senior NLP Engineer | LLMs, RAG, Vector Search | ex-Top Tech","Senior AI engineer with 8.9 years of hands-on experience building production ML systems, with a focus on search, retrieval, and ranking. Most recently, I rebuilt the candidate-JD matching pipeline from scratch, taking it from 0.72 to 0.91 NDCG@10, operating at single-digit-millisecond p95 retrieval latency. My day-to-day work spans embedding model selection and fine-tuning, hybrid retrieval architecture, learning-to-rank, behavioral-signal integration, and the offline/online evaluation that ties it all together. I've shipped systems in both early-stage product companies and at larger scale, and I've spent enough time on both that I know which tradeoffs apply where. I believe most ranking problems are solved by careful feature engineering and rigorous eval, not by bigger models. Currently exploring my next move — looking for senior IC or tech-lead roles where I can own the intelligence layer end-to-end.","Coimbatore, Tamil Nadu",India,8.9,Senior NLP Engineer,Salesforce,10001+,Software,"Python, Image Classification, OpenCV, Pinecone, Haystack, Six Sigma, TTS, Diffusion Models, BM25, YOLO, OpenSearch, PEFT, Deep Learning, Elasticsearch, QLoRA, Semantic Search",M.Tech in Artificial Intelligence from IIT Hyderabad (2003-2006); B.Tech in Artificial Intelligence from BITS Pilani (2012-2017),"Senior NLP Engineer at Salesforce (36 mos, current=True); Lead AI Engineer at Verloop.io (34 mos, current=False); Senior ML Engineer — Search & Ranking at Amazon (36 mos, current=False)",," (native),  (native)",75.3,2025-07-13,2026-04-26,True,323,3,0.78,40.8,1838,132,30,36.6-53.4 LPA,flexible,False,67.3,802,25,0.8,-1.0,True,True,True
15,CAND_0002025,0.713987,"Demonstrated expertise with FAISS, LangChain, QLoRA (6 YOE), focusing on fine-tuning llms. Proven experience deploying ML systems to production at scale. Candidate shows strong recruiter engagement, active GitHub history, actively looking and recently active, immediate joiner.",0.6059,0.6604,0.8884,0.85,0.12118,0.36322,0.13326,0.085,0.2866,0.775,0.89,0.411,0.804,0.8286,0.9,0.5,0.0,1.0,0.0,0.75,1.0,0.2,0.0,1.0,1.03,1.03,"{'retrieval': 0.25, 'ranking': 0.75, 'evaluation': 0.25, 'production': 1.0}",0.4832,0.3756,0.428,0.0,Experience Fit (1.00); Education (0.90); Ranking/Recommendation (0.89),Skill Match (0.29),Ira Dalal,Senior AI Engineer | Building AI-native search & ranking systems,"Senior AI engineer with 5.9 years of hands-on experience building production ML systems, with a focus on search, retrieval, and ranking. Most recently, I designed the company's first hybrid retrieval system combining BM25 with dense vector recall, across a corpus of 30M+ candidate profiles. My day-to-day work spans embedding model selection and fine-tuning, hybrid retrieval architecture, learning-to-rank, behavioral-signal integration, and the offline/online evaluation that ties it all together. I've shipped systems in both early-stage product companies and at larger scale, and I've spent enough time on both that I know which tradeoffs apply where. I care more about shipping a working system in 6 weeks than a theoretically perfect one in 6 months. Currently exploring my next move — looking for senior IC or tech-lead roles where I can own the intelligence layer end-to-end.","Trivandrum, Kerala",India,5.9,Senior AI Engineer,Apple,10001+,Consumer Electronics,"Diffusion Models, FAISS, TensorFlow, scikit-learn, OpenSearch, Haystack, Weaviate, Sentence Transformers, QLoRA, NLP, Pinecone, Recommendation Systems, Deep Learning, Python, LangChain, Weights & Biases, OpenCV, Prompt Engineering, Fine-tuning LLMs, YOLO",M.Sc in Data Science from IIIT Bangalore (2012-2016); M.S. in Data Science from IIIT Bangalore (2013-2017),"Senior AI Engineer at Apple (42 mos, current=True); Lead AI Engineer at Aganitha (28 mos, current=False)",NLP Specialization," (native),  (conversational)",81.8,2025-05-15,2026-05-26,True,125,17,0.8,20.9,760,39,30,32.5-63.6 LPA,flexible,False,96.9,949,22,0.81,0.46,True,True,True
16,CAND_0005260,0.709594,"Demonstrated expertise with LoRA (5 YOE), focusing on embeddings. Proven experience deploying ML systems to production at scale. Candidate shows strong recruiter engagement, 60-day notice.",0.5766,0.6939,0.7277,1.0,0.11532,0.381645,0.109155,0.1,0.2037,1.0,0.556,1.0,1.0,0.7854,0.825,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 1.0, 'ranking': 0.5, 'evaluation': 1.0, 'production': 1.0}",0.4968,0.3668,0.4359,0.0,Retrieval/Search (1.00); Evaluation Frameworks (1.00); Production Experience (1.00),Skill Match (0.20); Certifications (0.00),Mira Ghosh,"Senior NLP Engineer | LLMs, RAG, Vector Search | ex-Top Tech","Senior AI engineer with 5.2 years of hands-on experience building production ML systems, with a focus on search, retrieval, and ranking. Most recently, I drove the platform's RAG strategy from prototype to production, including the eval framework, operating at single-digit-millisecond p95 retrieval latency. My day-to-day work spans embedding model selection and fine-tuning, hybrid retrieval architecture, learning-to-rank, behavioral-signal integration, and the offline/online evaluation that ties it all together. I've shipped systems in both early-stage product companies and at larger scale, and I've spent enough time on both that I know which tradeoffs apply where. I believe most ranking problems are solved by careful feature engineering and rigorous eval, not by bigger models. Currently exploring my next move — looking for senior IC or tech-lead roles where I can own the intelligence layer end-to-end.","Chennai, Tamil Nadu",India,5.2,Senior NLP Engineer,Netflix,10001+,Media,"Statistical Modeling, MLOps, Snowflake, Prompt Engineering, Information Retrieval, Speech Recognition, Semantic Search, Deep Learning, Python, NLP, MLflow, LoRA, RAG, Kubeflow, pgvector, Haystack, Hugging Face Transformers, Embeddings",B.Tech in Artificial Intelligence from IIIT Bangalore (2002-2006),"Senior NLP Engineer at Netflix (34 mos, current=True); Senior NLP Engineer at Yellow.ai (27 mos, current=False)",," (native),  (conversational)",94.8,2025-10-31,2026-05-10,False,331,6,0.86,46.8,869,153,60,39.6-64.9 LPA,onsite,True,-1.0,1154,11,0.73,0.93,True,True,True
17,CAND_0068811,0.707085,"Demonstrated expertise with PEFT, Pinecone, Weaviate (8 YOE), focusing on embeddings. Proven experience deploying ML systems to production at scale. Candidate shows actively looking and recently active, immediate joiner.",0.5776,0.693,0.7142,0.94,0.11552,0.38115,0.10713,0.094,0.1405,0.925,0.951,0.626,0.958,0.8286,0.9625,0.0,0.0,1.0,0.0,0.9,0.6,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.75, 'ranking': 1.0, 'evaluation': 0.5, 'production': 1.0}",0.4302,0.2659,0.6393,0.0,Experience Fit (1.00); Education (0.96); Production Experience (0.96),Skill Match (0.14); Certifications (0.00),Krishna Mittal,Applied ML Engineer | Applied ML | Building intelligent products,"Machine learning engineer with 8.0 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I led the team that migrated our keyword-search-based product to embedding-based retrieval. I care a lot about evaluation rigor — too many teams ship models without offline benchmarks they trust. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack.","Pune, Maharashtra",India,8.0,Applied ML Engineer,Freshworks,5001-10000,SaaS,"Data Science, Vector Search, Speech Recognition, TTS, Kubeflow, Qdrant, scikit-learn, TensorFlow, Embeddings, pgvector, Pinecone, Time Series, PEFT, gRPC, Haystack, OpenSearch, Weaviate, Agile, React",Ph.D in Artificial Intelligence from Thapar University (2013-2017); M.E. in Information Technology from SRM Chennai (2014-2017),"Applied ML Engineer at Freshworks (19 mos, current=True); AI Engineer at Yellow.ai (26 mos, current=False); Recommendation Systems Engineer at Meesho (25 mos, current=False); Search Engineer at Salesforce (25 mos, current=False)",," (native),  (conversational)",71.4,2025-02-26,2026-05-21,True,35,6,0.42,26.6,997,77,30,27.4-41.5 LPA,onsite,True,23.1,478,4,0.77,0.73,True,False,True
18,CAND_0011687,0.70589,"Demonstrated expertise with FAISS, LangChain, PEFT (8 YOE), focusing on embeddings. Proven experience deploying ML systems to production at scale. Candidate shows strong recruiter engagement, active GitHub history, open to work, immediate joiner.",0.5891,0.622,0.8251,1.0,0.11782,0.3421,0.123765,0.1,0.179,0.85,0.556,0.738,0.841,0.8286,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.03,1.03,"{'retrieval': 0.5, 'ranking': 0.5, 'evaluation': 0.5, 'production': 0.75}",0.4901,0.4556,0.4817,0.0,Experience Fit (1.00); Education (1.00); Profile Quality (1.00),Skill Match (0.18); Certifications (0.00),Shreya Tiwari,Senior NLP Engineer | Production ML at scale | 7.8+ yrs,"Senior AI engineer with 7.8 years of hands-on experience building production ML systems, with a focus on search, retrieval, and ranking. Most recently, I owned the offline-online evaluation harness — NDCG/MRR/recall calibrated to live A/B metrics, with an index footprint of ~600GB and incremental refresh every 15 min. My day-to-day work spans embedding model selection and fine-tuning, hybrid retrieval architecture, learning-to-rank, behavioral-signal integration, and the offline/online evaluation that ties it all together. I've shipped systems in both early-stage product companies and at larger scale, and I've spent enough time on both that I know which tradeoffs apply where. I believe most ranking problems are solved by careful feature engineering and rigorous eval, not by bigger models. Currently exploring my next move — looking for senior IC or tech-lead roles where I can own the intelligence layer end-to-end.","Indore, Madhya Pradesh",India,7.8,Senior NLP Engineer,Niramai,51-200,HealthTech AI,"TensorFlow, OpenSearch, FAISS, PEFT, Feature Engineering, Embeddings, LangChain, MLOps, Weaviate, PyTorch, Image Classification, Semantic Search, LlamaIndex",Ph.D in Artificial Intelligence from IIT Delhi (2009-2014),"Senior NLP Engineer at Niramai (52 mos, current=True); Senior Machine Learning Engineer at Krutrim (40 mos, current=False)",," (native),  (native)",64.9,2025-01-07,2026-05-10,True,309,16,0.89,7.5,403,77,15,28.7-60.7 LPA,hybrid,False,76.3,403,27,0.77,0.6,True,True,True
19,CAND_0077285,0.700017,"Demonstrated expertise with FAISS, LoRA, Milvus (6 YOE), focusing on embeddings. Proven experience deploying ML systems to production at scale. Candidate shows active GitHub history, open to work, 60-day notice.",0.5183,0.6921,0.753,1.0,0.10366,0.380655,0.11295,0.1,0.2501,0.85,0.743,0.626,0.804,0.9176,0.9625,0.75,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.5, 'ranking': 0.75, 'evaluation': 0.5, 'production': 1.0}",0.4881,0.3703,0.606,0.0,Experience Fit (1.00); Profile Quality (1.00); Profile Consistency (1.00),Skill Match (0.25),Priya Chowdary,"Recommendation Systems Engineer | ML, NLP, Recommendation Systems","Machine learning engineer with 5.5 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, my main project for the last 18 months has been the recommendation system that powers our discovery feed. Along the way I've gotten comfortable with the operational side — A/B testing, drift monitoring, retraining schedules. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack.","Ahmedabad, Gujarat",India,5.5,Recommendation Systems Engineer,Nykaa,1001-5000,E-commerce,"OpenCV, Excel, LoRA, Reinforcement Learning, Pinecone, Sentence Transformers, CNN, Embeddings, Information Retrieval, Fine-tuning LLMs, Milvus, NLP, LlamaIndex, BentoML, FAISS",B.Sc in Computer Science from PES University (2006-2010); Ph.D in Computer Science from PES University (2010-2013),"Recommendation Systems Engineer at Nykaa (42 mos, current=True); Applied ML Engineer at Netflix (15 mos, current=False); AI Engineer at upGrad (8 mos, current=False)","LangChain for LLM Application Development, NLP Specialization"," (native),  (conversational)",71.2,2024-07-07,2026-05-03,True,89,9,0.56,15.9,1224,93,60,39.2-40.6 LPA,flexible,False,75.6,494,65,0.67,-1.0,True,False,True
20,CAND_0030953,0.693506,"Demonstrated expertise with LangChain, Weaviate (8 YOE), focusing on python. Proven experience deploying ML systems to production at scale. Candidate shows 45-day notice.",0.6074,0.6808,0.6355,1.0,0.12148,0.37444,0.095325,0.1,0.1139,1.0,0.89,0.834,0.696,0.9176,0.9,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 1.0, 'ranking': 0.75, 'evaluation': 0.75, 'production': 0.5}",0.5446,0.3742,0.5682,0.0,Retrieval/Search (1.00); Experience Fit (1.00); Profile Quality (1.00),Skill Match (0.11); Certifications (0.00),Dhruv Hegde,"Search Engineer | ML, NLP, Recommendation Systems","Machine learning engineer with 7.8 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I led the team that migrated our keyword-search-based product to embedding-based retrieval. Along the way I've gotten comfortable with the operational side — A/B testing, drift monitoring, retraining schedules. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack.","Chennai, Tamil Nadu",India,7.8,Search Engineer,Nykaa,1001-5000,E-commerce,"TTS, MLOps, Learning to Rank, Databricks, Time Series, ASR, Qdrant, Reinforcement Learning, Python, Hugging Face Transformers, pgvector, Weaviate, RAG, LangChain",M.S. in Artificial Intelligence from SRM University (2002-2006); M.Sc in Data Science from Georgia Tech (2008-2011),"Search Engineer at Nykaa (30 mos, current=True); NLP Engineer at Niramai (16 mos, current=False); Applied ML Engineer at Vedantu (24 mos, current=False); Machine Learning Engineer at Observe.AI (15 mos, current=False); Machine Learning Engineer at PharmEasy (7 mos, current=False)",," (professional),  (conversational)",85.2,2025-12-17,2026-04-11,False,153,5,0.63,62.1,284,89,45,43.1-62.5 LPA,hybrid,False,21.0,472,46,0.62,0.83,True,True,False
